+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                            ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; pcie|pcie_avmm_inst|mm_interconnect_2|mm_clock_crossing_bridge_2_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_burstwrap_increment                                                                                                             ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|mm_clock_crossing_bridge_2_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|align_address_to_size                                                                                                               ; 40    ; 5              ; 0            ; 5              ; 35     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|mm_clock_crossing_bridge_2_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter                                                                                                                                     ; 152   ; 0              ; 1            ; 0              ; 150    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|mm_clock_crossing_bridge_2_s0_burst_adapter                                                                                                                                                                                    ; 152   ; 0              ; 0            ; 0              ; 150    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|router_001|the_default_decode                                                                                                                                                                                                  ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|router_001                                                                                                                                                                                                                     ; 151   ; 0              ; 2            ; 0              ; 150    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|router|the_default_decode                                                                                                                                                                                                      ; 0     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|router                                                                                                                                                                                                                         ; 151   ; 2              ; 3            ; 2              ; 150    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|mm_clock_crossing_bridge_2_s0_agent_rdata_fifo                                                                                                                                                                                 ; 111   ; 41             ; 0            ; 41             ; 68     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|mm_clock_crossing_bridge_2_s0_agent_rsp_fifo                                                                                                                                                                                   ; 191   ; 39             ; 0            ; 39             ; 150    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|mm_clock_crossing_bridge_2_s0_agent|uncompressor                                                                                                                                                                               ; 53    ; 1              ; 0            ; 1              ; 51     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|mm_clock_crossing_bridge_2_s0_agent                                                                                                                                                                                            ; 440   ; 72             ; 70           ; 72             ; 482    ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|pcie_cv_hip_avmm_0_rxm_bar2_agent                                                                                                                                                                                              ; 270   ; 29             ; 87           ; 29             ; 215    ; 29              ; 29            ; 29              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|mm_clock_crossing_bridge_2_s0_translator                                                                                                                                                                                       ; 187   ; 4              ; 12           ; 4              ; 165    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2|pcie_cv_hip_avmm_0_rxm_bar2_translator                                                                                                                                                                                         ; 190   ; 9              ; 0            ; 9              ; 184    ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_2                                                                                                                                                                                                                                ; 183   ; 0              ; 0            ; 0              ; 165    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|avalon_st_adapter|error_adapter_0                                                                                                                                                                                              ; 70    ; 1              ; 2            ; 1              ; 69     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|avalon_st_adapter                                                                                                                                                                                                              ; 70    ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|read_crosser|sync[3].u                                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|read_crosser|sync[2].u                                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|read_crosser|sync[1].u                                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|read_crosser|sync[0].u                                                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|read_crosser                                                                                                                                                                                                    ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|write_crosser|sync[3].u                                                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|write_crosser|sync[2].u                                                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|write_crosser|sync[1].u                                                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|write_crosser|sync[0].u                                                                                                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001|write_crosser                                                                                                                                                                                                   ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo_001                                                                                                                                                                                                                 ; 226   ; 72             ; 0            ; 72             ; 150    ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|read_crosser|sync[3].u                                                                                                                                                                                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|read_crosser|sync[2].u                                                                                                                                                                                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|read_crosser|sync[1].u                                                                                                                                                                                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|read_crosser|sync[0].u                                                                                                                                                                                              ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|read_crosser                                                                                                                                                                                                        ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|write_crosser|sync[3].u                                                                                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|write_crosser|sync[2].u                                                                                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|write_crosser|sync[1].u                                                                                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|write_crosser|sync[0].u                                                                                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo|write_crosser                                                                                                                                                                                                       ; 6     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|async_fifo                                                                                                                                                                                                                     ; 226   ; 72             ; 0            ; 72             ; 150    ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|rsp_mux                                                                                                                                                                                                                        ; 152   ; 0              ; 2            ; 0              ; 150    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|rsp_demux                                                                                                                                                                                                                      ; 152   ; 1              ; 2            ; 1              ; 150    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|cmd_mux                                                                                                                                                                                                                        ; 152   ; 0              ; 2            ; 0              ; 150    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|cmd_demux                                                                                                                                                                                                                      ; 152   ; 1              ; 2            ; 1              ; 150    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|mm_clock_crossing_bridge_1_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub|subtract                                                                                                             ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|mm_clock_crossing_bridge_1_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub                                                                                                                      ; 22    ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|mm_clock_crossing_bridge_1_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub|subtract                                                                                                             ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pcie|pcie_avmm_inst|mm_interconnect_1|mm_clock_crossing_bridge_1_s0_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub                                                                                                                      ; 22    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
